id_discente,sexo,ano_nascimento,raca,estado_origem,cidade_origem,estado,municipio,nivel_ensino,ano_ingresso,periodo_ingresso,cotista,curso,tipo_cota,descricao_tipo_cota,ano,periodo,renda,possui_bolsa_pesquisa,possui_auxilio_alimentacao,possui_auxilio_transporte,possui_auxilio_residencia_moradia,id_curso,area_conhecimento
ed0fb29ed33b364a648580f7f273065a,F,1988,Branco,Rio Grande do Norte,NATAL,Rio Grande do Norte,S.G. AMARANTE,GRADUAÇÃO,2011,2,f,CIÊNCIAS ECONÔMICAS,,,2020,1,1920,false,true,false,false,2000014,Ciências Sociais Aplicadas
f0e924d454fe5d8b6177012f21e3f17f,F,1983,Branco,Rio Grande do Norte,ALEXANDRIA,Rio Grande do Norte,NATAL,GRADUAÇÃO,2011,2,f,FARMÁCIA,,,2020,1,3603,false,false,false,false,2000039,Ciências da Saúde
5a878381a5e2b5c90e8db34027592ce4,M,1989,Negro,,BISSAU,Rio Grande do Norte,NATAL,GRADUAÇÃO,2011,2,f,ARQUITETURA E URBANISMO,,,2020,1,622,false,true,false,false,2000005,Engenharias
28787e6a8fd9abd82cbc3f18e12b15d6,M,1992,Branco,Rio Grande do Norte,CURRAIS NOVOS,Rio Grande do Norte,CURRAIS NOVOS,GRADUAÇÃO,2012,1,f,CIÊNCIA DA COMPUTAÇÃO,,,2020,1,2500,false,true,false,true,2000013,Ciências Exatas e da Terra
c09c5319c1aa518ff5fa6db10d884a66,F,1993,Pardo,Rio Grande do Norte,NATAL,,,GRADUAÇÃO,2012,1,f,CIÊNCIAS E TECNOLOGIA,,,2020,1,5365,false,false,true,false,10320810,Ciências Exatas e da Terra
2de6014ece39e74e6b41331b594ee467,M,1986,Pardo,Rio Grande do Norte,NÃO INFORMADO,Rio Grande do Norte,PARNAMIRIM,GRADUAÇÃO,2012,1,f,CIÊNCIAS E TECNOLOGIA,,,2020,1,2249,false,false,false,false,10320810,Ciências Exatas e da Terra
f635334d0d5adfb2abca2d862b420117,M,1993,Branco,Rio Grande do Norte,NATAL,Rio Grande do Norte,PARNAMIRIM,GRADUAÇÃO,2012,2,f,CIÊNCIAS E TECNOLOGIA,,,2020,1,2059,false,true,false,false,10320810,Ciências Exatas e da Terra
e38f2445221052dd28538cc699396908,M,1986,Branco,Rio Grande do Norte,PARELHAS,Rio Grande do Norte,NATAL,GRADUAÇÃO,2012,2,f,DESIGN,,,2020,1,1280,false,true,false,true,6992521,"Linguística, Letras e Artes"
5207babb28242027ef4c7ec47bb31945,F,1974,Branco,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,GRADUAÇÃO,2012,2,f,ENGENHARIA DE ALIMENTOS,,,2020,1,4793,false,false,false,false,2000150,Engenharias
bf614c86b1b4e50865bd0b700327812a,F,1992,Branco,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,GRADUAÇÃO,2012,2,f,ENGENHARIA DE ALIMENTOS,,,2020,1,10000,false,false,false,false,2000150,Engenharias
0c0e28d87a80b9bb1572a54ff8c3b3a5,M,1981,Negro,Rio Grande do Norte,MACAÍBA,Rio Grande do Norte,MACAÍBA,GRADUAÇÃO,2012,2,f,ENGENHARIA DE ALIMENTOS,,,2020,1,1924,false,false,false,false,2000150,Engenharias
c1d767d3a7f87692226c695d33b2b967,F,1992,Branco,Rio Grande do Norte,NATAL,Rio Grande do Norte,EXTREMOZ,GRADUAÇÃO,2012,2,f,ENGENHARIA TÊXTIL,,,2020,1,2000,false,false,false,false,2000033,Engenharias
9581182f3a666af7d5c0e3bc217cab5d,F,1989,Branco,Rio Grande do Norte,NATAL,,,GRADUAÇÃO,2012,2,f,FARMÁCIA,,,2020,1,0,false,false,false,false,2000039,Ciências da Saúde
90edcf661ff431b20984ba787af23848,F,1993,Branco,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,GRADUAÇÃO,2012,1,f,PEDAGOGIA,,,2020,1,1087,false,false,false,false,2000063,Ciências Sociais Aplicadas
9e28f690182334b2c7a6b6780c36392d,M,1982,Negro,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,GRADUAÇÃO,2012,1,f,PEDAGOGIA,,,2020,1,4570,false,false,false,false,2000063,Ciências Sociais Aplicadas
16586222dc14be9713052cc360bebab9,F,1994,Branco,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,GRADUAÇÃO,2012,2,f,PEDAGOGIA,,,2020,1,60,false,true,false,false,2000063,Ciências Sociais Aplicadas
21e62042811c5459b53632b970f2af92,F,1991,Branco,Rio Grande do Norte,CURRAIS NOVOS,Rio Grande do Norte,CURRAIS NOVOS,GRADUAÇÃO,2012,1,f,NUTRIÇÃO,,,2020,1,1740,false,true,false,true,10317040,Ciências da Saúde
32520dc3ccbd56452d6d38540e83124d,M,1984,Pardo,Rio Grande do Norte,NÃO INFORMADO,Rio Grande do Norte,NATAL,GRADUAÇÃO,2012,1,f,ENGENHARIA DE AQUICULTURA,,,2020,1,1248,false,true,false,true,2576623,Ciências Biológicas
7716ec97571045773b62bd172fc99757,F,1990,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,GRADUAÇÃO,2012,2,f,FARMÁCIA,,,2020,1,0,false,false,false,false,2000039,Ciências da Saúde
2ad43ef407627b781179db134b158f82,F,1989,Branco,Rio Grande do Norte,NATAL,Rio Grande do Norte,PARNAMIRIM,GRADUAÇÃO,2012,1,f,ENGENHARIA DE AQUICULTURA,,,2020,1,2198,false,true,false,false,2576623,Ciências Biológicas
00118bcff23bd24ba3e6f287a4c399f6,F,1987,Branco,Rio Grande do Norte,PAU DOS FERROS,Rio Grande do Norte,PAU DOS FERROS,GRADUAÇÃO,2012,2,f,GEOGRAFIA,,,2020,1,864,false,false,false,false,2671321,Ciências Humanas
de0ec9426ae19cd9868f771438e63731,M,1990,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,ASSU,GRADUAÇÃO,2013,1,f,ENGENHARIA CIVIL,,,2020,1,2247,false,false,true,false,2000025,Engenharias
de0ec9426ae19cd9868f771438e63731,M,1990,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,ASSU,GRADUAÇÃO,2013,1,f,ENGENHARIA CIVIL,,,2020,1,2247,false,true,false,false,2000025,Engenharias
a9f75584e57e55f285a465c0720b11c8,F,1991,Branco,Pernambuco,SANTO ANTÔNIO,Pernambuco,ABREU E LIMA,GRADUAÇÃO,2013,1,f,FARMÁCIA,,,2020,1,0,false,false,false,false,2000039,Ciências da Saúde
c93f21f04b2a30d3d3bb46b436e6e732,F,1994,Pardo,Rio Grande do Norte,SÃO JOSÉ DO SERIDÓ,Rio Grande do Norte,SÃO JOSÉ DO SERIDÓ,GRADUAÇÃO,2013,1,t,CIÊNCIAS CONTÁBEIS,L6,"Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II,Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº12.711/2012).",2020,1,100,false,false,true,false,2000012,Ciências Sociais Aplicadas
7053b6bdfb8c33e7265575ba557858a9,M,1995,Branco,Rio Grande do Norte,GUARULHOS,Rio Grande do Norte,JARDIM DO SERIDÓ,GRADUAÇÃO,2013,1,f,HISTÓRIA,,,2020,1,1150,false,false,false,false,111635060,Ciências Humanas
996c6600f20824234e1c5bbbe830a9bf,F,1994,Branco,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,GRADUAÇÃO,2013,1,f,ARTES VISUAIS,,,2020,1,700,false,false,false,false,2000123,"Linguística, Letras e Artes"
da264650dff62c05f6205887dac8ff5b,F,1995,Branco,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,GRADUAÇÃO,2013,1,f,CIÊNCIAS BIOLÓGICAS,,,2020,1,0,false,false,false,false,111635035,Ciências Biológicas
cd178ca99267e6863087a2edf877053b,F,1994,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,GRADUAÇÃO,2013,1,f,CIÊNCIAS CONTÁBEIS,,,2020,1,8000,false,false,false,false,2000011,Ciências Sociais Aplicadas
9276e8a5d6e05f62aa67d3b097d184d0,F,1993,Branco,Rio Grande do Norte,NATAL,Rio Grande do Norte,S.G. AMARANTE,GRADUAÇÃO,2013,1,f,CIÊNCIAS CONTÁBEIS,,,2020,1,4851,false,false,false,false,2000011,Ciências Sociais Aplicadas
8ab5fd9ee27c0125c594dab86e241619,M,1993,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,SÃO JOSÉ DE MIPIBU,GRADUAÇÃO,2013,1,f,CIÊNCIAS E TECNOLOGIA,,,2020,1,1039,false,true,false,true,10320810,Ciências Exatas e da Terra
6dab6e4572645531cd05bb7aee8addf6,F,1986,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,GRADUAÇÃO,2013,1,t,CIÊNCIAS SOCIAIS,L2,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",2020,1,0,false,false,false,false,2000015,Ciências Humanas
b74d13cad4c99415ebd65b792d281536,F,1988,Pardo,Rio Grande do Norte,SÃO PAULO,Rio Grande do Norte,NATAL,GRADUAÇÃO,2013,1,f,DANÇA,,,2020,1,600,false,false,false,false,7264330,"Linguística, Letras e Artes"
014ed2af6618a4180096958403cb753c,F,1989,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,GRADUAÇÃO,2013,1,f,EDUCAÇÃO FÍSICA,,,2020,1,13700,false,false,false,false,111635041,Ciências da Saúde
72fe9bf86cbc5012b27b68a2340fb788,M,1974,Branco,Rio Grande do Norte,RECIFE,Rio Grande do Norte,NATAL,GRADUAÇÃO,2013,1,f,MÚSICA,,,2020,1,500,false,false,false,false,2000057,"Linguística, Letras e Artes"
884f15ec6d6c154d15c4a84b1ffde53d,M,1980,Pardo,Rio Grande do Norte,NOVA CRUZ,Rio Grande do Norte,NATAL,GRADUAÇÃO,2013,1,f,PEDAGOGIA,,,2020,1,2645,false,true,false,false,2000063,Ciências Sociais Aplicadas
3f5bd5156d94e92f6a8bd36704549c15,F,1993,Branco,Rio Grande do Sul,NÃO INFORMADO,Rio Grande do Norte,NATAL,GRADUAÇÃO,2013,1,f,QUÍMICA,,,2020,1,0,false,false,false,false,111635075,Ciências Exatas e da Terra
fee5b24b2146a287878ec02435c4aa4c,M,1995,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,GRADUAÇÃO,2013,1,f,TECNOLOGIA DA INFORMAÇÃO,,,2020,1,14045,false,false,false,false,92127264,Ciências Exatas e da Terra
ed0496a11cac4b0aa2ecbc3fa1d9716d,F,1991,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,ACARI,GRADUAÇÃO,2013,1,f,ENGENHARIA FLORESTAL,,,2020,1,650,false,true,false,true,8068230,Engenharias
0d81bf89128b6740d7b391db842f6840,M,1985,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,ANGICOS,MÉDIO,2013,,f,ENSINO MEDIO,,,2020,1,200,false,false,false,false,89232622,
0c30ac26abe4b37dcd2bdd84f91cc276,M,1993,Branco,Rio Grande do Norte,NATAL,Rio Grande do Norte,EXTREMOZ,GRADUAÇÃO,2013,1,f,FÍSICA,,,2020,1,1900,false,false,false,false,2000041,Ciências Exatas e da Terra
8c16e8e560f5e6f60e391ef5e9e7daab,F,1982,Não Informado,Rio Grande do Norte,NATAL,Rio Grande do Norte,PARNAMIRIM,TÉCNICO,2013,1,f,CURSO TÉCNICO EM ENFERMAGEM,,,2020,1,4000,false,false,false,false,1086001,
7e5131850c562e9a1fa5c8d5b7926c32,F,1992,Pardo,Rio Grande do Norte,CERRO CORÁ,Rio Grande do Norte,NATAL,GRADUAÇÃO,2013,1,f,ARTES VISUAIS,,,2020,1,579,false,true,false,false,2000123,"Linguística, Letras e Artes"
a3ab11eae2b452868ce9c280aa001a23,M,1992,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,MACAÍBA,GRADUAÇÃO,2013,1,f,ENGENHARIA FLORESTAL,,,2020,1,1200,false,false,false,false,8068230,Engenharias
d333515171854428d15f68748b93df75,M,1994,Branco,Rio de Janeiro,RIO DE JANEIRO,Rio Grande do Norte,NATAL,GRADUAÇÃO,2013,1,f,NUTRIÇÃO,,,2020,1,3300,false,false,false,false,10317040,Ciências da Saúde
4da457f6b038af4be53144f1733e9b5e,M,1992,Negro,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,GRADUAÇÃO,2013,2,t,ARQUITETURA E URBANISMO,L6,"Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II,Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº12.711/2012).",2020,1,7095,false,false,false,false,2000005,Engenharias
b0ae3e975fce24a6d7e5a428a2b5bd7a,M,1985,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,GRADUAÇÃO,2013,2,t,CIÊNCIAS BIOLÓGICAS,L6,"Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II,Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº12.711/2012).",2020,1,2600,false,false,false,false,111635035,Ciências Biológicas
693ed3340a45d5d59dd34ecd9cc1eb9a,M,1994,Branco,Rio Grande do Norte,MOSSORÓ,Rio Grande do Norte,MOSSORÓ,GRADUAÇÃO,2013,2,f,ENGENHARIA ELÉTRICA,,,2020,1,1500,false,true,false,true,2000030,Engenharias
bc487fb1127172d5aed11634f3410d24,M,1992,Branco,Rio Grande do Norte,NÃO INFORMADO,Rio Grande do Norte,NATAL,GRADUAÇÃO,2013,2,f,FARMÁCIA,,,2020,1,800,false,false,false,false,2000039,Ciências da Saúde
b722da80c718f6dd2efaecd01c986633,F,1995,Branco,Rio Grande do Norte,NATAL,,,GRADUAÇÃO,2013,2,f,CIÊNCIAS E TECNOLOGIA,,,2020,1,0,false,false,false,false,10320810,Ciências Exatas e da Terra
b78e764ba8e88e9a54cbab8bdbdf5f54,M,1987,Negro,Rio Grande do Norte,NATAL,Pará,CONCEIÇÃO DO ARAGUAIA,GRADUAÇÃO,2013,2,f,DESIGN,,,2020,1,1398,false,true,false,true,6992521,"Linguística, Letras e Artes"
c056289adb3ed285a91aa1dc0873c75b,F,1995,Pardo,Rio Grande do Norte,UMARIZAL,Rio Grande do Norte,PARNAMIRIM,GRADUAÇÃO,2013,2,t,FARMÁCIA,L6,"Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II,Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº12.711/2012).",2020,1,0,false,false,true,false,2000039,Ciências da Saúde
c056289adb3ed285a91aa1dc0873c75b,F,1995,Pardo,Rio Grande do Norte,UMARIZAL,Rio Grande do Norte,PARNAMIRIM,GRADUAÇÃO,2013,2,t,FARMÁCIA,L6,"Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II,Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº12.711/2012).",2020,1,0,false,true,false,false,2000039,Ciências da Saúde
ed0db229bfc1dae0433d62df4db5ca05,F,1989,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,GRADUAÇÃO,2013,2,f,FISIOTERAPIA,,,2020,1,4000,false,false,false,false,2000042,Ciências da Saúde
84a97534989b0fc7e6122fd5a0a0cd25,F,1990,Branco,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,GRADUAÇÃO,2013,2,t,ADMINISTRAÇÃO,L1,"Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",2020,1,1045,false,false,false,false,2000002,Ciências Sociais Aplicadas
19678c54bf53d1ac14fe5039c5aa0b8f,F,1992,Pardo,Rio Grande do Norte,JOÃO CÂMARA,Rio Grande do Norte,NATAL,GRADUAÇÃO,2013,2,t,ADMINISTRAÇÃO,L2,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",2020,1,0,false,false,false,false,2000002,Ciências Sociais Aplicadas
6a5208ced6a977d13e01a93500a847d4,M,1995,Pardo,Rio Grande do Norte,GOIANINHA,Rio Grande do Norte,GOIANINHA,GRADUAÇÃO,2013,2,t,ENGENHARIA DE PRODUÇÃO,L2,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",2020,1,3000,false,true,false,true,2000029,Engenharias
cebe1d6b16fb09f7962d1751838f0e1c,F,1993,Branco,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,GRADUAÇÃO,2013,2,f,ENGENHARIA DE PRODUÇÃO,,,2020,1,1000,false,false,false,false,2000029,Engenharias
077c99310767a7ee4862c50c9ce4b338,F,1995,Não Informado,Rio Grande do Norte,NATAL,Rio Grande do Norte,SÃ0 GONÇALO DO AMARANTE,GRADUAÇÃO,2013,2,f,PEDAGOGIA,,,2020,1,2370,false,false,false,false,2000063,Ciências Sociais Aplicadas
d8db78304e4ff91f15b563ece30919bc,M,1990,Pardo,Rio Grande do Norte,CEARÁ - MIRIM,Rio Grande do Norte,SÃO JOSÉ DE MIPIBU,GRADUAÇÃO,2013,2,t,CIÊNCIAS E TECNOLOGIA,L6,"Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II,Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº12.711/2012).",2020,1,1045,false,true,false,false,10320810,Ciências Exatas e da Terra
e6dffbebef8ccc694a940632efb7d249,M,1974,Branco,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,GRADUAÇÃO,2013,2,f,LETRAS - LÍNGUA PORTUGUESA E LIBRAS,,,2020,1,1100,false,false,false,false,118921874,"Linguística, Letras e Artes"
bd3a27c9fc719fce8e18736d65734090,F,1995,Branco,Rio Grande do Norte,CAICÓ,Rio Grande do Norte,CAICÓ,GRADUAÇÃO,2014,1,t,CIÊNCIAS BIOLÓGICAS,L1,"Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",2020,1,200,false,false,false,false,9295710,Ciências Biológicas
a71dac51f6880cb5840b4c1b61e36410,F,1991,Pardo,Rio Grande do Norte,PENDÊNCIAS,Rio Grande do Norte,PENDÊNCIAS,GRADUAÇÃO,2014,1,t,MATEMÁTICA,L2,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",2020,1,1295,false,false,false,false,2000134,Ciências Exatas e da Terra
a4f47a47d6e0c4406c13cdae292cd1fc,M,1976,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,GRADUAÇÃO,2014,1,t,HISTÓRIA,L2,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",2020,1,4065,false,false,false,false,50913238,Ciências Humanas
26601e6c47b1227e138fbef4e4d1ae48,F,1993,Pardo,Rio Grande do Norte,SÃO TOMÉ,Rio Grande do Norte,IELMO MARINHO,GRADUAÇÃO,2014,1,t,MATEMÁTICA,L2,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",2020,1,1045,false,false,false,false,2000134,Ciências Exatas e da Terra
61efc8d366b243b718f5f3dd88d881e2,F,1987,Branco,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,GRADUAÇÃO,2014,1,f,LETRAS - INGLÊS,,,2020,1,14900,false,false,false,false,118840295,"Linguística, Letras e Artes"
1d2f167f656cf52c63c1369ca68340db,M,1969,Branco,Rio Grande do Norte,NATAL,Rio Grande do Norte,PARNAMIRIM,GRADUAÇÃO,2014,1,f,TECNOLOGIA DA INFORMAÇÃO,,,2020,1,2498,false,true,false,false,92127264,Ciências Exatas e da Terra
9caaf7277a82732d14936a5dcf1c3f8e,M,1996,Pardo,Rio Grande do Norte,CURRAIS NOVOS,Rio Grande do Norte,CURRAIS NOVOS,GRADUAÇÃO,2014,1,t,MATEMÁTICA,A1,"Candidatos que concluíram o Ensino Fundamental e cursaram todo o Ensino Médio nas microrregiões Borborema Potiguar-RN, Seridó Ocidental-RN e Seridó Oriental-RN ou nas microrregiões vizinhas Agreste Potiguar-RN, Angicos-RN, Serra de Santana-RN, Vale do Açu-RN, Catolé do Rocha-PB, Curimataú Ocidental-PB, Curimataú Oriental-PB, Patos-PB, Seridó Ocidental Paraibano-PB, Seridó Oriental Paraibano-PB e Sousa-PB, excluídos aqueles que concluíram o Ensino Fundamental e/ou o Ensino Médio por meio de exames supletivos.",2020,1,1698,false,true,false,true,2000055,Ciências Exatas e da Terra
aa6ea51b1e4e9a48ac5c0a0d3466753d,M,1994,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,GRADUAÇÃO,2014,1,f,ARQUITETURA E URBANISMO,,,2020,1,8800,false,false,false,false,2000005,Engenharias
fb30adfe8c62e01f6a960046daefa5af,F,1990,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,SÃO GONÇALO DO AMARANTE,GRADUAÇÃO,2014,1,t,BIBLIOTECONOMIA,L2,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",2020,1,400,false,false,false,false,2000006,Ciências Sociais Aplicadas
a57562622e22853c20d2aab24e78d522,M,1993,Branco,Rio Grande do Norte,CURRAIS NOVOS,Rio Grande do Norte,PARNAMIRIM,GRADUAÇÃO,2014,1,f,CIÊNCIAS BIOLÓGICAS,,,2020,1,14000,false,false,false,false,2000009,Ciências Biológicas
2b58da54f3119891a7819df155810969,M,1987,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,GRADUAÇÃO,2014,1,t,CIÊNCIAS CONTÁBEIS,L1,"Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",2020,1,929,false,false,false,false,2000011,Ciências Sociais Aplicadas
7c5ef6552dfeb8c284773fcf7365690e,M,1995,Pardo,Rio Grande do Norte,NOVA CRUZ,Rio Grande do Norte,SÃ0 GONÇALO DO AMARANTE,GRADUAÇÃO,2014,1,t,CIÊNCIAS E TECNOLOGIA,L2,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",2020,1,1117,false,true,false,false,10320810,Ciências Exatas e da Terra
